TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2010,5,20,16,0,31XX TURNER ST,Hastings-Sunrise,497206.1303,5458477.0329
Mischief,2005,10,12,15,0,31XX TURNER ST,Hastings-Sunrise,497215.9625,5458486.1144
Mischief,2008,8,30,21,0,31XX TURNER ST,Hastings-Sunrise,497305.4147,5458485.5455
Mischief,2009,6,14,3,0,31XX TURNER ST,Hastings-Sunrise,497318.0033,5458485.4656
Mischief,2008,7,17,21,53,31XX VENABLES ST,Hastings-Sunrise,497181.0646,5458182.1634
Mischief,2010,7,29,2,33,31XX VENABLES ST,Hastings-Sunrise,497181.0646,5458182.1634
Mischief,2014,8,27,20,50,31XX VENABLES ST,Hastings-Sunrise,497181.0646,5458182.1634
Mischief,2015,8,31,0,30,31XX VENABLES ST,Hastings-Sunrise,497245.7991,5458180.9268
Mischief,2014,8,27,20,25,31XX VENABLES ST,Hastings-Sunrise,497336.1385,5458179.2007
Mischief,2010,9,2,0,0,31XX VENABLES ST,Hastings-Sunrise,497336.3131,5458188.343
Mischief,2009,9,5,3,3,32XX ADANAC ST,Hastings-Sunrise,497370.1478,5458296.4805
Mischief,2010,6,8,13,0,32XX CHARLES ST,Hastings-Sunrise,497397.9507,5457836.8579
Mischief,2004,12,14,20,0,32XX COMMISSIONER ST,Hastings-Sunrise,497048.0622,5459600.6163
Mischief,2013,11,26,7,57,32XX E 1ST AVE,Hastings-Sunrise,497358.735,5457395.8262
Mischief,2019,11,14,18,0,32XX E 1ST AVE,Hastings-Sunrise,497358.735,5457395.8262
Mischief,2019,11,15,21,0,32XX E 1ST AVE,Hastings-Sunrise,497358.735,5457395.8262
Mischief,2006,4,1,20,0,32XX E 1ST AVE,Hastings-Sunrise,497376.9309,5457395.854
Mischief,2003,8,14,20,0,32XX E 1ST AVE,Hastings-Sunrise,497523.7496,5457396.0758
Mischief,2004,6,16,18,30,32XX E 2ND AVE,Hastings-Sunrise,497358.1146,5457297.0799
Mischief,2012,11,13,4,57,32XX E 2ND AVE,Hastings-Sunrise,497358.1146,5457297.0799
Mischief,2012,12,1,23,30,32XX E 2ND AVE,Hastings-Sunrise,497358.1146,5457297.0799
Mischief,2016,7,22,0,30,32XX E 2ND AVE,Hastings-Sunrise,497358.1146,5457297.0799
Mischief,2013,6,9,15,0,32XX E 2ND AVE,Hastings-Sunrise,497365.3582,5457297.0615
Mischief,2013,10,20,16,0,32XX E 2ND AVE,Hastings-Sunrise,497365.3582,5457297.0615
Mischief,2019,2,4,13,0,32XX E 2ND AVE,Hastings-Sunrise,497513.4017,5457305.8384
Mischief,2022,7,17,10,0,32XX E 2ND AVE,Hastings-Sunrise,497520.78,5457296.676
Mischief,2003,9,25,14,0,32XX E 2ND AVE,Hastings-Sunrise,497531.7246,5457296.6491
Mischief,2006,11,17,20,37,32XX E 2ND AVE,Hastings-Sunrise,497531.7246,5457296.6491
Mischief,2020,1,30,23,31,32XX E 3RD AVE,Hastings-Sunrise,497353.2157,5457196.6797
Mischief,2006,7,1,23,0,32XX E 5TH AVE,Hastings-Sunrise,497349.8279,5456985.8737
Mischief,2008,8,17,18,50,32XX E 5TH AVE,Hastings-Sunrise,497349.8279,5456985.8737
Mischief,2018,8,20,10,0,32XX E 5TH AVE,Hastings-Sunrise,497415.8328,5456985.556
Mischief,2019,12,31,6,0,32XX E 5TH AVE,Hastings-Sunrise,497497.8626,5456985.1609
Mischief,2008,4,14,18,0,32XX E 6TH AVE,Hastings-Sunrise,497354.4137,5456879.8202
Mischief,2008,4,20,22,30,32XX E 6TH AVE,Hastings-Sunrise,497354.4137,5456879.8202
Mischief,2015,12,15,6,55,32XX E 6TH AVE,Hastings-Sunrise,497354.4137,5456879.8202
Mischief,2020,2,2,19,2,32XX E 6TH AVE,Hastings-Sunrise,497406.3817,5456879.5429
Mischief,2020,4,3,21,30,32XX E 6TH AVE,Hastings-Sunrise,497425.478,5456879.4412
Mischief,2008,4,21,0,0,32XX E 6TH AVE,Hastings-Sunrise,497429.346,5456888.5647
Mischief,2009,4,23,19,0,32XX E 6TH AVE,Hastings-Sunrise,497429.346,5456888.5647
Mischief,2021,11,21,19,0,32XX E 6TH AVE,Hastings-Sunrise,497440.8038,5456888.5037
Mischief,2020,4,3,16,30,32XX E 6TH AVE,Hastings-Sunrise,497452.2128,5456879.2987
Mischief,2012,4,11,20,42,32XX E 6TH AVE,Hastings-Sunrise,497467.5386,5456888.3612
Mischief,2014,3,25,12,4,32XX E 6TH AVE,Hastings-Sunrise,497492.4113,5456879.0846
Mischief,2003,1,26,22,15,32XX E 7TH AVE,Hastings-Sunrise,497348.2741,5456781.2467
Mischief,2020,12,1,11,20,32XX E 7TH AVE,Hastings-Sunrise,497400.9615,5456780.9061
Mischief,2018,2,24,13,0,32XX E 7TH AVE,Hastings-Sunrise,497412.3107,5456789.977
Mischief,2003,3,28,0,30,32XX E 7TH AVE,Hastings-Sunrise,497416.015,5456780.8088
Mischief,2004,2,15,12,0,32XX E 7TH AVE,Hastings-Sunrise,497461.1756,5456780.5169
Mischief,2008,9,9,21,0,32XX E 7TH AVE,Hastings-Sunrise,497461.1756,5456780.5169
Mischief,2003,3,3,23,0,32XX E 8TH AVE,Hastings-Sunrise,497347.2966,5456679.1455
Mischief,2006,5,2,0,30,32XX E 8TH AVE,Hastings-Sunrise,497351.1263,5456688.2725
Mischief,2006,8,17,15,36,32XX E 8TH AVE,Hastings-Sunrise,497351.1263,5456688.2725
Mischief,2006,9,12,19,34,32XX E 8TH AVE,Hastings-Sunrise,497351.1263,5456688.2725
Mischief,2012,2,22,8,15,32XX E 8TH AVE,Hastings-Sunrise,497381.3973,5456678.9937
Mischief,2004,11,8,21,0,32XX E 8TH AVE,Hastings-Sunrise,497400.3828,5456688.0533
Mischief,2021,5,2,13,0,32XX E 8TH AVE,Hastings-Sunrise,497413.4873,5456678.851
Mischief,2010,8,14,19,3,32XX E 8TH AVE,Hastings-Sunrise,497445.8503,5456687.851
Mischief,2013,4,21,12,0,32XX E 8TH AVE,Hastings-Sunrise,497468.5841,5456687.7498
Mischief,2010,9,12,0,1,32XX E 8TH AVE,Hastings-Sunrise,497503.1033,5456687.5959
Mischief,2020,12,12,19,30,32XX E BROADWAY AV,Hastings-Sunrise,497392.9828,5456575.5691
Mischief,2011,12,11,18,42,32XX E BROADWAY AVE,Hastings-Sunrise,497349.8867,5456575.5523
Mischief,2022,4,25,20,0,32XX E BROADWAY AVE,Hastings-Sunrise,497445.8831,5456575.5899
Mischief,2011,11,20,22,0,32XX E GEORGIA ST,Hastings-Sunrise,497375.0413,5458386.9464
Mischief,2017,1,15,0,42,32XX E GEORGIA ST,Hastings-Sunrise,497375.0413,5458386.9464
Mischief,2013,6,4,19,0,32XX E GEORGIA ST,Hastings-Sunrise,497396.1624,5458386.7774
Mischief,2004,12,23,9,8,32XX E GEORGIA ST,Hastings-Sunrise,497406.154,5458386.2147
Mischief,2005,9,25,17,57,32XX E GEORGIA ST,Hastings-Sunrise,497406.154,5458386.2147
Mischief,2020,5,15,9,58,32XX E GEORGIA ST,Hastings-Sunrise,497494.8725,5458394.9325
Mischief,2018,5,1,15,58,32XX E GEORGIA ST,Hastings-Sunrise,497501.9664,5458394.8984
Mischief,2022,2,13,16,6,32XX E GEORGIA ST,Hastings-Sunrise,497516.1544,5458394.8302
Mischief,2005,2,7,6,2,32XX E HASTINGS ST,Hastings-Sunrise,497372.6171,5458708.2183
Mischief,2008,10,27,8,40,32XX E HASTINGS ST,Hastings-Sunrise,497372.6171,5458708.2183
Mischief,2009,9,7,13,30,32XX E HASTINGS ST,Hastings-Sunrise,497372.6171,5458708.2183
Mischief,2010,2,18,9,32,32XX E HASTINGS ST,Hastings-Sunrise,497372.6171,5458708.2183
Mischief,2003,7,15,18,0,32XX E HASTINGS ST,Hastings-Sunrise,497383.7584,5458717.2846
Mischief,2006,10,30,22,31,32XX E HASTINGS ST,Hastings-Sunrise,497383.7584,5458717.2846
Mischief,2013,8,29,12,0,32XX E HASTINGS ST,Hastings-Sunrise,497383.7584,5458717.2846
Mischief,2005,3,2,17,0,32XX E PENDER ST,Hastings-Sunrise,497369.0064,5458600.8363
Mischief,2012,5,19,18,14,32XX E PENDER ST,Hastings-Sunrise,497369.0064,5458600.8363
Mischief,2016,9,2,21,28,32XX E PENDER ST,Hastings-Sunrise,497369.0064,5458600.8363
Mischief,2017,10,31,21,0,32XX E PENDER ST,Hastings-Sunrise,497369.0064,5458600.8363
Mischief,2014,10,26,23,24,32XX E PENDER ST,Hastings-Sunrise,497404.4843,5458600.837
Mischief,2013,7,9,20,39,32XX GRANT ST,Hastings-Sunrise,497354.8188,5457616.6618
Mischief,2008,11,15,1,0,32XX GRANT ST,Hastings-Sunrise,497386.3059,5457625.7255
Mischief,2008,8,9,18,0,32XX GRANT ST,Hastings-Sunrise,497394.4592,5457616.5603
Mischief,2011,10,2,22,0,32XX GRANT ST,Hastings-Sunrise,497485.6322,5457616.3269
Mischief,2005,8,26,0,0,32XX GRANT ST,Hastings-Sunrise,497542.0865,5457625.3231
Mischief,2003,5,15,19,0,32XX GRAVELEY ST,Hastings-Sunrise,497356.2701,5457519.0448
Mischief,2003,5,22,18,0,32XX GRAVELEY ST,Hastings-Sunrise,497356.2701,5457519.0448
Mischief,2003,9,4,3,32,32XX GRAVELEY ST,Hastings-Sunrise,497359.5983,5457509.8759
Mischief,2003,9,9,4,20,32XX GRAVELEY ST,Hastings-Sunrise,497359.5983,5457509.8759
Mischief,2004,2,29,13,54,32XX GRAVELEY ST,Hastings-Sunrise,497359.5983,5457509.8759
Mischief,2004,10,18,15,0,32XX GRAVELEY ST,Hastings-Sunrise,497359.5983,5457509.8759
Mischief,2012,11,5,3,29,32XX GRAVELEY ST,Hastings-Sunrise,497359.5983,5457509.8759
Mischief,2019,7,19,4,4,32XX GRAVELEY ST,Hastings-Sunrise,497359.5983,5457509.8759
Mischief,2019,6,11,4,16,32XX GRAVELEY ST,Hastings-Sunrise,497370.9459,5457509.8039
Mischief,2004,3,15,16,0,32XX GRAVELEY ST,Hastings-Sunrise,497393.1105,5457518.802
Mischief,2016,8,3,18,0,32XX GRAVELEY ST,Hastings-Sunrise,497436.7241,5457509.3703
Mischief,2006,7,26,21,0,32XX KITCHENER ST,Hastings-Sunrise,497356.2194,5457720.7512
Mischief,2010,7,8,6,30,32XX KITCHENER ST,Hastings-Sunrise,497356.2194,5457720.7512
Mischief,2012,8,4,11,0,32XX KITCHENER ST,Hastings-Sunrise,497356.2194,5457720.7512
Mischief,2003,8,21,22,30,32XX KITCHENER ST,Hastings-Sunrise,497360.1123,5457729.8854
Mischief,2003,4,26,21,0,32XX KITCHENER ST,Hastings-Sunrise,497375.5919,5457729.8465
Mischief,2016,6,2,3,26,32XX KITCHENER ST,Hastings-Sunrise,497398.7701,5457720.644
Mischief,2009,1,19,22,45,32XX KITCHENER ST,Hastings-Sunrise,497410.4209,5457729.759
Mischief,2006,9,12,17,30,32XX KITCHENER ST,Hastings-Sunrise,497522.2203,5457729.4777
Mischief,2009,5,12,4,35,32XX NAPIER ST,Hastings-Sunrise,497362.1818,5458018.902
Mischief,2004,9,11,0,36,32XX NAPIER ST,Hastings-Sunrise,497484.1073,5458028.1533
Mischief,2006,1,29,0,20,32XX NAPIER ST,Hastings-Sunrise,497484.1073,5458028.1533
Mischief,2010,3,30,23,41,32XX NAPIER ST,Hastings-Sunrise,497484.1073,5458028.1533
Mischief,2011,4,9,20,14,32XX NAPIER ST,Hastings-Sunrise,497484.1073,5458028.1533
Mischief,2020,6,17,21,50,32XX NEW BRIGHTON RD,Hastings-Sunrise,497375.7815,5459558.8142
Mischief,2021,5,29,1,29,32XX PARKER ST,Hastings-Sunrise,497368.1962,5458111.8223
Mischief,2009,3,9,18,6,32XX PARKER ST,Hastings-Sunrise,497375.6056,5458120.9573
Mischief,2011,2,6,7,30,32XX PARKER ST,Hastings-Sunrise,497390.7232,5458120.9383
Mischief,2011,5,23,0,0,32XX PARKER ST,Hastings-Sunrise,497488.9872,5458120.815
Mischief,2009,1,22,15,16,32XX PARKER ST,Hastings-Sunrise,497492.7551,5458111.6663
Mischief,2011,2,19,23,30,32XX PARKER ST,Hastings-Sunrise,497511.652,5458111.6425
Mischief,2017,1,15,8,35,32XX PARKER ST,Hastings-Sunrise,497527.4242,5458120.7669
Mischief,2010,5,16,2,0,32XX PARKER ST,Hastings-Sunrise,497538.1077,5458111.6093
Mischief,2017,8,4,23,0,32XX TURNER ST,Hastings-Sunrise,497367.895,5458476.0015
Mischief,2017,10,13,19,30,32XX TURNER ST,Hastings-Sunrise,497492.9051,5458484.1761
Mischief,2006,8,31,20,0,32XX TURNER ST,Hastings-Sunrise,497547.2679,5458483.7545
Mischief,2008,6,12,13,0,32XX TURNER ST,Hastings-Sunrise,497547.2679,5458483.7545
Mischief,2017,5,30,21,30,32XX TURNER ST,Hastings-Sunrise,497547.2679,5458483.7545
Mischief,2010,7,29,0,0,32XX VENABLES ST,Hastings-Sunrise,497378.32,5458211.7215
Mischief,2007,12,18,9,24,32XX VENABLES ST,Hastings-Sunrise,497489.0058,5458202.8357
Mischief,2010,5,1,0,54,32XX VENABLES ST,Hastings-Sunrise,497517.584,5458212.0465
Mischief,2010,6,17,20,13,32XX VENABLES ST,Hastings-Sunrise,497517.584,5458212.0465
Mischief,2016,12,31,13,33,32XX WILLIAM ST,Hastings-Sunrise,497364.774,5457926.8939
Mischief,2013,10,15,2,49,32XX WILLIAM ST,Hastings-Sunrise,497478.221,5457935.6689
Mischief,2014,2,8,20,0,32XX WILLIAM ST,Hastings-Sunrise,497478.221,5457935.6689
Mischief,2005,11,27,23,6,32XX WILLIAM ST,Hastings-Sunrise,497540.4179,5457935.4664
Mischief,2006,6,10,0,5,32XX WILLIAM ST,Hastings-Sunrise,497540.4179,5457935.4664
Mischief,2007,5,18,16,33,33XX ADANAC ST,Hastings-Sunrise,497561.816,5458294.769
Mischief,2009,3,22,16,19,33XX ADANAC ST,Hastings-Sunrise,497561.816,5458294.769
Mischief,2015,12,29,21,0,33XX ADANAC ST,Hastings-Sunrise,497561.816,5458294.769
Mischief,2018,4,13,18,0,33XX ADANAC ST,Hastings-Sunrise,497561.816,5458294.769
Mischief,2004,5,1,3,0,33XX ADANAC ST,Hastings-Sunrise,497618.7725,5458294.1357
Mischief,2014,12,31,16,0,33XX ADANAC ST,Hastings-Sunrise,497618.7725,5458294.1357
Mischief,2014,12,31,22,0,33XX ADANAC ST,Hastings-Sunrise,497618.7725,5458294.1357
Mischief,2009,1,4,19,0,33XX ADANAC ST,Hastings-Sunrise,497633.126,5458293.9758
Mischief,2012,9,25,6,15,33XX BRIDGEWAY,Hastings-Sunrise,497566.7035,5459489.0057
Mischief,2022,3,1,21,12,33XX BRIDGEWAY,Hastings-Sunrise,497566.7035,5459489.0057
Mischief,2007,2,17,12,20,33XX BRIDGEWAY,Hastings-Sunrise,497646.8931,5459554.2782
Mischief,2003,5,12,22,55,33XX BRIDGEWAY ST,Hastings-Sunrise,497566.7035,5459489.0057
Mischief,2016,11,15,15,3,33XX BRIDGEWAY ST,Hastings-Sunrise,497566.7035,5459489.0057
Mischief,2012,8,19,0,0,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Mischief,2022,3,2,14,0,33XX CHARLES ST,Hastings-Sunrise,497578.4511,5457836.332
Mischief,2003,3,29,19,7,33XX CHARLES ST,Hastings-Sunrise,497639.6522,5457836.1317
Mischief,2021,2,16,1,0,33XX CHARLES ST,Hastings-Sunrise,497739.1039,5457835.8064
Mischief,2011,1,19,16,30,33XX E 1ST AVE,Hastings-Sunrise,497635.5657,5457396.3235
Mischief,2011,1,20,16,48,33XX E 1ST AVE,Hastings-Sunrise,497635.5657,5457396.3235
Mischief,2021,6,24,3,0,33XX E 2ND AVE,Hastings-Sunrise,497565.2376,5457305.7912
Mischief,2021,9,4,2,15,33XX E 2ND AVE,Hastings-Sunrise,497565.2376,5457305.7912
Mischief,2009,11,15,1,54,33XX E 2ND AVE,Hastings-Sunrise,497634.3306,5457305.2635
Mischief,2010,2,13,13,2,33XX E 2ND AVE,Hastings-Sunrise,497667.0588,5457305.0135
Mischief,2021,9,28,23,0,33XX E 2ND AVE,Hastings-Sunrise,497701.1799,5457304.7527
Mischief,2004,9,20,19,0,33XX E 2ND AVE,Hastings-Sunrise,497703.4236,5457304.7358
Mischief,2017,1,21,22,8,33XX E 2ND AVE,Hastings-Sunrise,497703.4236,5457304.7358
Mischief,2018,6,6,20,29,33XX E 2ND AVE,Hastings-Sunrise,497717.9695,5457304.6247
Mischief,2011,9,12,16,3,33XX E 2ND AVE,Hastings-Sunrise,497725.2424,5457304.5691
Mischief,2004,8,11,23,30,33XX E 3RD AVE,Hastings-Sunrise,497556.4009,5457195.6917
Mischief,2013,10,29,17,30,33XX E 3RD AVE,Hastings-Sunrise,497571.6341,5457204.7592
Mischief,2021,7,26,22,0,33XX E 3RD AVE,Hastings-Sunrise,497582.1187,5457204.7063
Mischief,2021,8,31,0,1,33XX E 3RD AVE,Hastings-Sunrise,497586.4539,5457204.6846
Mischief,2020,11,2,21,0,33XX E 3RD AVE,Hastings-Sunrise,497614.5716,5457204.5428
Mischief,2005,3,9,19,40,33XX E 3RD AVE,Hastings-Sunrise,497672.9857,5457204.2481
Mischief,2015,12,30,10,54,33XX E 3RD AVE,Hastings-Sunrise,497718.702,5457204.0176
Mischief,2016,4,12,13,11,33XX E 3RD AVE,Hastings-Sunrise,497718.702,5457204.0176
Mischief,2007,1,6,23,30,33XX E 3RD AVE,Hastings-Sunrise,497737.2506,5457194.7799
Mischief,2005,1,30,22,0,33XX E 4TH AVE,Hastings-Sunrise,497572.3982,5457101.953
Mischief,2007,11,26,18,0,33XX E 4TH AVE,Hastings-Sunrise,497572.3982,5457101.953
Mischief,2018,3,16,17,0,33XX E 4TH AVE,Hastings-Sunrise,497675.0971,5457101.601
Mischief,2021,3,18,17,50,33XX E 5TH AVE,Hastings-Sunrise,497552.5297,5456984.1661
Mischief,2019,7,1,8,8,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Mischief,2021,4,2,11,10,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Mischief,2004,11,12,21,0,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Mischief,2010,4,1,15,0,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Mischief,2016,3,28,11,8,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Mischief,2017,12,22,16,30,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Mischief,2019,4,21,21,0,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Mischief,2022,10,11,15,0,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Mischief,2017,3,21,22,0,33XX E 6TH AVE,Hastings-Sunrise,497551.8656,5456878.1667
Mischief,2008,2,16,19,30,33XX E 6TH AVE,Hastings-Sunrise,497617.1822,5456878.4916
Mischief,2018,3,12,19,0,33XX E 6TH AVE,Hastings-Sunrise,497694.1267,5456878.0405
Mischief,2003,6,8,1,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Mischief,2007,1,19,15,56,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Mischief,2013,1,31,9,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Mischief,2014,11,14,9,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Mischief,2014,12,4,9,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Mischief,2015,1,27,21,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Mischief,2019,2,15,20,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Mischief,2004,10,26,0,8,33XX E 8TH AVE,Hastings-Sunrise,497564.0814,5456678.0811
Mischief,2020,10,1,0,0,33XX E 8TH AVE,Hastings-Sunrise,497564.0814,5456678.0811
Mischief,2020,12,31,22,46,33XX E 8TH AVE,Hastings-Sunrise,497605.0505,5456677.8791
Mischief,2005,1,22,17,0,33XX E 8TH AVE,Hastings-Sunrise,497606.3841,5456677.8724
Mischief,2007,10,3,18,0,33XX E 8TH AVE,Hastings-Sunrise,497655.7998,5456677.6283
Mischief,2021,6,23,0,37,33XX E 8TH AVE,Hastings-Sunrise,497675.5762,5456677.5307
Mischief,2005,12,2,22,0,33XX E 8TH AVE,Hastings-Sunrise,497694.6264,5456677.4365
Mischief,2008,4,20,22,0,33XX E 8TH AVE,Hastings-Sunrise,497694.6264,5456677.4365
Mischief,2006,1,26,22,0,33XX E BROADWAY AVE,Hastings-Sunrise,497569.715,5456574.387
Mischief,2009,12,21,19,0,33XX E BROADWAY AVE,Hastings-Sunrise,497569.715,5456574.387
Mischief,2003,4,14,19,10,33XX E BROADWAY AVE,Hastings-Sunrise,497579.134,5456574.2563
Mischief,2017,5,11,18,0,33XX E BROADWAY AVE,Hastings-Sunrise,497593.3453,5456575.1026
Mischief,2005,7,10,18,0,33XX E BROADWAY AVE,Hastings-Sunrise,497651.267,5456578.5517
Mischief,2015,1,27,21,0,33XX E BROADWAY AVE,Hastings-Sunrise,497691.2192,5456583.6764
Mischief,2006,3,4,14,58,33XX E BROADWAY AVE,Hastings-Sunrise,497704.8841,5456587.9251
Mischief,2019,4,5,21,30,33XX E GEORGIA ST,Hastings-Sunrise,497616.9519,5458394.5608
Mischief,2016,9,9,15,0,33XX E GEORGIA ST,Hastings-Sunrise,497627.9203,5458385.4035
Mischief,2016,9,9,18,0,33XX E GEORGIA ST,Hastings-Sunrise,497627.9203,5458385.4035
Mischief,2005,7,9,15,30,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Mischief,2008,6,13,2,23,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Mischief,2009,8,1,4,42,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Mischief,2020,6,19,0,45,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Mischief,2007,9,20,23,31,33XX E HASTINGS ST,Hastings-Sunrise,497526.5326,5458717.0197
Mischief,2009,6,20,18,16,33XX E HASTINGS ST,Hastings-Sunrise,497526.5326,5458717.0197
Mischief,2010,7,16,21,35,33XX E HASTINGS ST,Hastings-Sunrise,497539.1491,5458716.1974
Mischief,2011,4,2,18,44,33XX E HASTINGS ST,Hastings-Sunrise,497539.1491,5458716.1974
Mischief,2011,5,4,23,16,33XX E HASTINGS ST,Hastings-Sunrise,497539.1491,5458716.1974
Mischief,2018,2,18,20,49,33XX E HASTINGS ST,Hastings-Sunrise,497539.1491,5458716.1974
Mischief,2021,5,22,0,5,33XX E HASTINGS ST,Hastings-Sunrise,497539.1491,5458716.1974
Mischief,2020,7,6,9,17,33XX E HASTINGS ST,Hastings-Sunrise,497660.7998,5458721.5863
Mischief,2003,6,22,22,0,33XX E PENDER ST,Hastings-Sunrise,497559.481,5458609.9838
Mischief,2003,7,21,20,20,33XX E PENDER ST,Hastings-Sunrise,497559.481,5458609.9838
Mischief,2004,9,6,2,0,33XX E PENDER ST,Hastings-Sunrise,497559.481,5458609.9838
Mischief,2004,9,25,9,0,33XX E PENDER ST,Hastings-Sunrise,497559.481,5458609.9838
Mischief,2007,9,27,7,36,33XX E PENDER ST,Hastings-Sunrise,497559.481,5458609.9838
Mischief,2007,12,31,12,57,33XX E PENDER ST,Hastings-Sunrise,497559.481,5458609.9838
Mischief,2003,5,1,22,0,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2003,10,23,23,46,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2003,11,28,3,40,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2004,10,29,22,13,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2005,2,8,22,36,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2005,8,27,21,4,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2007,9,15,18,32,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2008,2,17,13,7,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2008,9,17,17,34,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2009,6,7,16,5,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2014,8,22,11,0,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2015,4,28,9,13,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Mischief,2020,9,3,17,30,33XX E PENDER ST,Hastings-Sunrise,497568.4811,5458600.8427
Mischief,2020,10,24,9,57,33XX E PENDER ST,Hastings-Sunrise,497626.9626,5458600.8616
Mischief,2006,3,13,5,30,33XX MILLER DR,Hastings-Sunrise,497550.9485,5459241.7229
Mischief,2004,8,16,20,11,33XX NAPIER ST,Hastings-Sunrise,497574.3464,5458028.2701
Mischief,2007,7,31,10,31,33XX NAPIER ST,Hastings-Sunrise,497574.3464,5458028.2701
Mischief,2010,5,1,16,16,33XX NAPIER ST,Hastings-Sunrise,497574.3464,5458028.2701
Mischief,2012,5,12,7,30,33XX NAPIER ST,Hastings-Sunrise,497574.372,5458019.1262
Mischief,2020,3,25,10,34,33XX NAPIER ST,Hastings-Sunrise,497630.9156,5458019.2847
Mischief,2020,3,25,17,15,33XX NAPIER ST,Hastings-Sunrise,497651.6349,5458028.4866
Mischief,2004,7,17,5,15,33XX NAPIER ST,Hastings-Sunrise,497660.5528,5458028.5116
Mischief,2008,11,13,0,27,33XX NAPIER ST,Hastings-Sunrise,497660.5784,5458019.3676
Mischief,2018,3,5,8,20,33XX NAPIER ST,Hastings-Sunrise,497663.5254,5458028.5199
Mischief,2018,3,11,21,49,33XX NAPIER ST,Hastings-Sunrise,497663.5254,5458028.5199
Mischief,2018,4,3,9,16,33XX NAPIER ST,Hastings-Sunrise,497663.5254,5458028.5199
Mischief,2018,4,18,8,13,33XX NAPIER ST,Hastings-Sunrise,497663.5254,5458028.5199
Mischief,2018,4,28,7,5,33XX NAPIER ST,Hastings-Sunrise,497663.5254,5458028.5199
Mischief,2020,8,14,8,45,33XX NAPIER ST,Hastings-Sunrise,497669.4707,5458028.5366
Mischief,2004,5,8,2,35,33XX NEW BRIGHTON RD,Hastings-Sunrise,497481.8689,5459583.9212
Mischief,2011,9,24,21,38,33XX PARKER ST,Hastings-Sunrise,497564.2666,5458120.7166
Mischief,2012,7,13,12,23,33XX PARKER ST,Hastings-Sunrise,497574.237,5458111.5553
Mischief,2007,8,29,19,17,33XX TURNER ST,Hastings-Sunrise,497558.3726,5458474.5256
Mischief,2017,8,5,1,0,33XX TURNER ST,Hastings-Sunrise,497558.3726,5458474.5256
Mischief,2008,8,25,18,30,33XX TURNER ST,Hastings-Sunrise,497562.5184,5458483.6413
Mischief,2009,11,19,18,0,33XX TURNER ST,Hastings-Sunrise,497574.5311,5458483.5586
Mischief,2017,7,7,21,0,33XX VENABLES ST,Hastings-Sunrise,497559.3294,5458202.9916
Mischief,2018,11,12,20,33,33XX VENABLES ST,Hastings-Sunrise,497594.1531,5458202.9868
Mischief,2018,11,26,3,22,33XX VENABLES ST,Hastings-Sunrise,497594.1531,5458202.9868
Mischief,2003,7,19,17,0,33XX VENABLES ST,Hastings-Sunrise,497602.8602,5458212.1297
